eta,DeltaE_eV,NLL
4.893900918477494,0.018329807108324356,0.7453275463074176
4.893900918477494,0.023357214690901212,0.7453275463074176
4.893900918477494,0.029763514416313176,0.7453275463074176
4.893900918477494,0.0379269019073225,0.7453275463074176
4.893900918477494,0.04832930238571752,0.7453275463074176
4.893900918477494,0.06158482110660261,0.7453275463074176
4.893900918477494,0.07847599703514611,0.7453275463074176
4.893900918477494,0.1,0.7453275463074176
6.2101694189156165,0.001,0.7555020841051138
6.2101694189156165,0.0012742749857031334,0.7555020841051138
6.2101694189156165,0.001623776739188721,0.7555020841051138
6.2101694189156165,0.00206913808111479,0.7555020841051138
6.2101694189156165,0.0026366508987303583,0.7555020841051138
6.2101694189156165,0.003359818286283781,0.7555020841051138
6.2101694189156165,0.004281332398719396,0.7555020841051138
6.2101694189156165,0.00545559478116852,0.7555020841051138
6.2101694189156165,0.0069519279617756054,0.7555020841051138
6.2101694189156165,0.008858667904100823,0.7555020841051138
6.2101694189156165,0.011288378916846888,0.7555020841051138
6.2101694189156165,0.01438449888287663,0.7555020841051138
6.2101694189156165,0.018329807108324356,0.7555020841051138
6.2101694189156165,0.023357214690901212,0.7555020841051138
6.2101694189156165,0.029763514416313176,0.7555020841051138
6.2101694189156165,0.0379269019073225,0.7555020841051138
6.2101694189156165,0.04832930238571752,0.7555020841051138
6.2101694189156165,0.06158482110660261,0.7555020841051138
6.2101694189156165,0.07847599703514611,0.7555020841051138
6.2101694189156165,0.1,0.7555020841051138
7.880462815669913,0.001,0.7688514170627031
7.880462815669913,0.0012742749857031334,0.7688514170627031
7.880462815669913,0.001623776739188721,0.7688514170627031
7.880462815669913,0.00206913808111479,0.7688514170627031
7.880462815669913,0.0026366508987303583,0.7688514170627031
7.880462815669913,0.003359818286283781,0.7688514170627031
7.880462815669913,0.004281332398719396,0.7688514170627031
7.880462815669913,0.00545559478116852,0.7688514170627031
7.880462815669913,0.0069519279617756054,0.7688514170627031
7.880462815669913,0.008858667904100823,0.7688514170627031
7.880462815669913,0.011288378916846888,0.7688514170627031
7.880462815669913,0.01438449888287663,0.7688514170627031
7.880462815669913,0.018329807108324356,0.7688514170627031
7.880462815669913,0.023357214690901212,0.7688514170627031
7.880462815669913,0.029763514416313176,0.7688514170627031
7.880462815669913,0.0379269019073225,0.7688514170627031
7.880462815669913,0.04832930238571752,0.7688514170627031
7.880462815669913,0.06158482110660261,0.7688514170627031
7.880462815669913,0.07847599703514611,0.7688514170627031
7.880462815669913,0.1,0.7688514170627031
10.0,0.001,0.7865206116619081
10.0,0.0012742749857031334,0.7865206116619081
10.0,0.001623776739188721,0.7865206116619081
10.0,0.00206913808111479,0.7865206116619081
10.0,0.0026366508987303583,0.7865206116619081
10.0,0.003359818286283781,0.7865206116619081
10.0,0.004281332398719396,0.7865206116619081
10.0,0.00545559478116852,0.7865206116619081
10.0,0.0069519279617756054,0.7865206116619081
10.0,0.008858667904100823,0.7865206116619081
10.0,0.011288378916846888,0.7865206116619081
10.0,0.01438449888287663,0.7865206116619081
10.0,0.018329807108324356,0.7865206116619081
10.0,0.023357214690901212,0.7865206116619081
10.0,0.029763514416313176,0.7865206116619081
10.0,0.0379269019073225,0.7865206116619081
10.0,0.04832930238571752,0.7865206116619081
10.0,0.06158482110660261,0.7865206116619081
10.0,0.07847599703514611,0.7865206116619081
10.0,0.1,0.7865206116619081
